location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
NZ,0,1,1,Full-time,Mid-Senior level,,Information Technology and Services,Information Technology,0
US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0
US,0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,Information Technology,0
GB,0,1,0,Full-time,Internship,High School or equivalent,Warehousing,,0
US,0,1,0,Full-time,Mid-Senior level,Unspecified,Utilities,Engineering,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Nonprofit Organization Management,Sales,0
GB,0,1,0,Full-time,,Unspecified,Staffing and Recruiting,Sales,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Design,0
GR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Renewables & Environment,Information Technology,0
US,0,1,0,Full-time,Not Applicable,Unspecified,Real Estate,Sales,0
GB,0,1,1,Temporary,Associate,Unspecified,Cosmetics,Sales,0
US,0,0,0,Part-time,Entry level,High School or equivalent,Retail,,0
US,1,1,0,Contract,Mid-Senior level,Bachelor's Degree,Professional Training & Coaching,Information Technology,0
NZ,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,Information Technology,0
US,0,0,0,,,,Computer Software,,0
EE,0,1,0,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Law Practice,Business Development,0
US,1,1,1,Full-time,Director,Associate Degree,Information Technology and Services,Sales,0
GB,0,1,1,Full-time,Entry level,,,Engineering,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,,,High School or equivalent,,Customer Service,0
GB,0,1,0,Full-time,Mid-Senior level,Unspecified,Internet,Information Technology,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Photography,Art/Creative,0
US,0,1,1,Full-time,Mid-Senior level,,Banking,Finance,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Staffing and Recruiting,Information Technology,0
US,0,1,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Sales,0
US,0,0,0,Full-time,Associate,Unspecified,Financial Services,Sales,0
US,1,1,1,Contract,Associate,Bachelor's Degree,Information Technology and Services,Marketing,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
GB,0,1,1,Full-time,,,Airlines/Aviation,Product Management,0
GR,0,1,0,Full-time,Mid-Senior level,Master's Degree,"Leisure, Travel & Tourism",Research,0
US,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Management,0
US,0,1,1,Part-time,Not Applicable,Professional,Medical Practice,Health Care Provider,0
DE,0,1,1,Full-time,,,Automotive,Sales,0
nan,0,1,0,Full-time,,,Information Technology and Services,,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Business Analyst,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,1,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Automotive,Marketing,0
US,0,0,0,Full-time,,,,,0
US,0,0,0,Full-time,,,Restaurants,,0
US,0,1,1,Full-time,Mid-Senior level,Associate Degree,Information Technology and Services,Information Technology,0
NZ,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,,0
US,0,0,0,Full-time,,,,,0
US,0,0,0,Full-time,,,Real Estate,,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,1,Full-time,Entry level,Bachelor's Degree,Nonprofit Organization Management,Business Development,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0
US,0,0,0,Full-time,,High School or equivalent,,,0
US,1,1,1,Full-time,Mid-Senior level,,Internet,Marketing,0
NZ,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,1,1,1,Full-time,Mid-Senior level,High School or equivalent,Information Technology and Services,Consulting,0
US,0,0,0,Full-time,,,Restaurants,,0
US,0,1,1,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,0,0,Full-time,,,Information Technology and Services,,0
GB,0,1,0,Full-time,Mid-Senior level,Certification,Cosmetics,Management,0
US,0,1,1,Full-time,Associate,Associate Degree,Commercial Real Estate,Sales,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,0,0,Full-time,,,,,0
US,0,1,1,Full-time,,Bachelor's Degree,Computer Software,Engineering,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Mid-Senior level,,Chemicals,Manufacturing,0
HK,0,1,0,Full-time,Entry level,Bachelor's Degree,Internet,Purchasing,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Human Resources,Human Resources,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Design,0
US,1,1,1,Full-time,Mid-Senior level,High School or equivalent,Information Technology and Services,Consulting,0
DE,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,Sales,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,,,Consumer Services,Sales,0
NZ,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Marketing,0
GB,0,1,0,Full-time,Mid-Senior level,,Information Technology and Services,,0
US,0,1,1,,,,,Other,0
US,0,1,0,Full-time,,,Consumer Services,Sales,0
US,0,1,1,Full-time,Associate,High School or equivalent,Events Services,General Business,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Consulting,0
US,0,1,0,,,,,,0
US,0,1,0,,,,,,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Management,0
US,1,0,1,Full-time,Mid-Senior level,Unspecified,Internet,Marketing,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Apparel & Fashion,Art/Creative,0
US,0,1,1,Full-time,Director,Bachelor's Degree,,Design,0
US,0,1,1,Full-time,Entry level,Unspecified,Internet,Engineering,0
US,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,0,,,,,,0
US,1,1,1,Full-time,Not Applicable,High School or equivalent,Information Technology and Services,Production,0
NL,0,1,1,,,,,Finance,0
nan,0,1,0,,,,,Marketing,0
US,0,1,1,Part-time,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Writing and Editing,Writing/Editing,0
US,1,1,0,Full-time,Entry level,Unspecified,Fund-Raising,Sales,0
US,0,0,0,,,,,,0
NL,0,1,1,,,Master's Degree,,,0
US,0,1,1,Part-time,Entry level,High School or equivalent,Facilities Services,,0
IN,0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Accounting/Auditing,0
US,0,1,0,Full-time,,,Entertainment,,0
EG,0,1,0,Full-time,Director,Master's Degree,Telecommunications,Sales,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,,,,,0
US,0,1,1,Full-time,Associate,High School or equivalent,Hospital & Health Care,Administrative,0
BE,0,1,0,Full-time,Mid-Senior level,,Internet,,0
US,0,1,0,Full-time,,,Building Materials,Sales,0
US,0,1,0,,,,,,0
US,0,1,1,Full-time,Entry level,,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Not Applicable,Bachelor's Degree,Computer Software,Management,0
nan,0,1,0,,,,,,0
DE,0,1,1,Part-time,Internship,Bachelor's Degree,E-Learning,Engineering,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Human Resources,Sales,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Civic & Social Organization,Health Care Provider,0
US,0,0,0,Full-time,,,,,0
US,0,1,0,Full-time,Not Applicable,Unspecified,Information Technology and Services,Writing/Editing,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,Executive,Bachelor's Degree,Marketing and Advertising,Sales,0
PH,0,1,0,Full-time,,Master's Degree,Staffing and Recruiting,Information Technology,0
US,0,1,1,Full-time,,Bachelor's Degree,Oil & Energy,Engineering,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
NZ,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
IN,0,1,1,Full-time,,,,Consulting,0
US,1,0,0,Contract,Associate,High School or equivalent,Computer Software,Sales,0
US,0,1,0,Full-time,,,Consumer Services,Sales,0
GB,0,1,0,,,,Cosmetics,,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,1,Full-time,Not Applicable,,Internet,Information Technology,0
IE,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Airlines/Aviation,Finance,0
US,0,0,0,Full-time,,,,,0
US,0,0,0,Full-time,,,Mechanical or Industrial Engineering,,0
US,0,1,1,Full-time,Not Applicable,High School or equivalent,Logistics and Supply Chain,,0
US,0,1,1,Full-time,Mid-Senior level,Unspecified,Computer Software,Advertising,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Food Production,Engineering,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,,,,,Other,0
US,0,1,0,Full-time,,,Consumer Services,Sales,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0
US,0,0,0,Part-time,Not Applicable,High School or equivalent,Marketing and Advertising,Marketing,0
DE,0,1,0,Full-time,Mid-Senior level,Master's Degree,Information Technology and Services,Project Management,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Electronics,Engineering,0
US,0,0,0,Full-time,,,Accounting,,0
GB,0,1,0,Full-time,,,Consumer Goods,Customer Service,0
CA,0,1,1,Full-time,Mid-Senior level,,Retail,Education,0
US,0,1,0,,Mid-Senior level,Bachelor's Degree,Outsourcing/Offshoring,Human Resources,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Other,0
US,1,1,1,Full-time,Mid-Senior level,High School or equivalent,Information Technology and Services,Consulting,0
HK,0,1,0,Full-time,Associate,Bachelor's Degree,Internet,Marketing,0
US,0,1,1,Full-time,Associate,,Internet,Strategy/Planning,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Business Supplies and Equipment,Sales,0
US,0,1,0,Full-time,,,Information Technology and Services,,0
US,0,1,0,Full-time,Mid-Senior level,,Design,,0
AU,0,1,1,Full-time,Mid-Senior level,,Internet,Production,0
US,0,1,1,Full-time,,,Internet,,0
GB,0,1,0,Full-time,Associate,Unspecified,Internet,Marketing,0
US,0,0,0,Full-time,,,,,0
US,0,0,0,Full-time,,High School or equivalent,Packaging and Containers,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Administrative,0
US,1,1,1,Full-time,Not Applicable,Unspecified,Internet,Engineering,0
NL,0,1,1,,,,,Business Analyst,0
GB,0,1,1,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0
US,0,0,0,Full-time,,,Computer Software,,0
DK,0,1,1,Full-time,Mid-Senior level,Unspecified,Venture Capital & Private Equity,Management,0
GR,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Customer Service,0
US,0,1,0,Full-time,Associate,,Hospitality,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Project Management,1
GB,0,1,1,Full-time,Not Applicable,Unspecified,Hospital & Health Care,Health Care Provider,0
US,0,1,1,Other,Not Applicable,,Facilities Services,,0
US,0,1,1,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
TR,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Marketing,0
IN,0,1,0,Full-time,,Bachelor's Degree,Luxury Goods & Jewelry,Administrative,0
US,0,1,0,,,,,,0
GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,0
US,0,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0
US,0,1,1,Full-time,,Bachelor's Degree,,Marketing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0
US,0,1,0,Full-time,Director,,Design,,0
ES,0,1,1,Full-time,Mid-Senior level,Master's Degree,Hospital & Health Care,Marketing,0
NZ,0,1,0,,,,,,0
US,0,1,1,Full-time,,High School or equivalent,Construction,Production,0
GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,0
US,0,1,1,Full-time,,,Internet,Information Technology,0
US,0,0,1,Full-time,Not Applicable,Unspecified,"Health, Wellness and Fitness",Health Care Provider,0
IN,0,1,1,Full-time,Entry level,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,1,Part-time,Entry level,High School or equivalent,Events Services,Customer Service,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,0,0,,,,,,0
US,0,1,1,Full-time,Associate,Master's Degree,Mental Health Care,Health Care Provider,0
US,0,0,0,Contract,Not Applicable,Certification,Medical Practice,Health Care Provider,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Public Relations and Communications,Public Relations,0
IL,0,1,0,Full-time,Mid-Senior level,,Internet,,0
US,1,1,0,Full-time,Mid-Senior level,,Professional Training & Coaching,Design,0
GR,0,1,0,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0
NL,0,1,1,,,,,,0
SG,0,1,1,Full-time,,Bachelor's Degree,Education Management,Writing/Editing,0
CA,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,,,Computer Software,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
NL,0,1,1,,,Master's Degree,,Finance,0
US,0,1,0,Full-time,,,Computer Software,,0
NL,0,1,1,,,,,Business Analyst,0
GR,0,1,1,,,,,Engineering,0
IL,0,1,0,,,,,Marketing,0
US,0,1,0,Full-time,Associate,High School or equivalent,Building Materials,Manufacturing,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Legal Services,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Financial Analyst,0
NZ,0,1,1,Full-time,Mid-Senior level,,Computer Software,Engineering,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,E-Learning,Sales,0
US,0,1,1,Full-time,Associate,Associate Degree,,,0
US,0,1,1,Part-time,Not Applicable,High School or equivalent,Internet,Customer Service,0
US,0,1,1,Full-time,Associate,Associate Degree,Education Management,Education,0
PL,0,1,1,Full-time,Mid-Senior level,Master's Degree,Internet,Information Technology,0
RO,0,1,1,,,,,,0
US,0,0,0,Full-time,Executive,,Hospital & Health Care,,0
US,0,1,0,Full-time,Entry level,,Financial Services,,0
US,0,1,0,,,,,,0
GB,0,1,1,Full-time,Mid-Senior level,Master's Degree,Internet,Data Analyst,0
US,0,1,1,,,,,Other,0
IL,0,1,0,,,,,,0
AT,0,1,0,,,,,,0
BE,0,1,0,Full-time,Associate,,Information Technology and Services,Information Technology,0
US,0,1,1,Full-time,Associate,,Information Technology and Services,Sales,0
US,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Finance,0
NL,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
CA,0,1,1,Full-time,,,Computer Software,Information Technology,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,0,,,,,,0
AU,0,1,0,Temporary,Not Applicable,Bachelor's Degree,Information Technology and Services,Writing/Editing,0
GB,0,1,1,Full-time,Mid-Senior level,Unspecified,Design,Design,0
US,0,1,1,Full-time,Associate,,Construction,,0
US,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Apparel & Fashion,Design,0
US,0,1,1,Full-time,Associate,High School or equivalent,Machinery,Manufacturing,0
GB,0,1,1,,Not Applicable,High School or equivalent,,,0
US,0,1,1,Full-time,Entry level,Unspecified,Farming,Sales,0
GB,0,1,1,Full-time,Mid-Senior level,Unspecified,Automotive,Sales,0
US,0,0,0,,,,E-Learning,,0
NL,0,1,1,,,,,Business Analyst,0
NL,0,1,1,,,,,Business Analyst,0
ES,0,1,0,Full-time,Mid-Senior level,Unspecified,Entertainment,Information Technology,0
NZ,0,1,0,Temporary,Internship,Master's Degree,Information Technology and Services,Data Analyst,0
US,0,1,0,Full-time,Mid-Senior level,Unspecified,Entertainment,Sales,0
US,0,0,0,Full-time,,,,,0
US,0,1,0,Full-time,,,Computer Games,Art/Creative,0
